dia;id_partido;url
10;214531;https://www.tutiempo.net/clima/12-2017/ws-83910.html
01;214446;https://www.tutiempo.net/clima/10-2017/ws-81810.html
12;214755;https://www.tutiempo.net/clima/05-2018/ws-80290.html
23;214553;https://www.tutiempo.net/clima/12-2017/ws-82210.html
01;214684;https://www.tutiempo.net/clima/04-2018/ws-84820.html
19;214706;https://www.tutiempo.net/clima/04-2018/ws-80800.html
20;179734;https://www.tutiempo.net/clima/02-2017/ws-84820.html
17;214708;https://www.tutiempo.net/clima/04-2018/ws-80020.html
28;179520;https://www.tutiempo.net/clima/08-2016/ws-80800.html
28;214593;https://www.tutiempo.net/clima/01-2018/ws-83910.html
08;179671;https://www.tutiempo.net/clima/01-2017/ws-80450.html
06;214741;https://www.tutiempo.net/clima/05-2018/ws-600300.html
14;214575;https://www.tutiempo.net/clima/01-2018/ws-80290.html
20;214386;https://www.tutiempo.net/clima/08-2017/ws-80250.html
03;214491;https://www.tutiempo.net/clima/11-2017/ws-83910.html
11;179653;https://www.tutiempo.net/clima/12-2016/ws-83910.html
21;214470;https://www.tutiempo.net/clima/10-2017/ws-80143.html
03;179649;https://www.tutiempo.net/clima/12-2016/ws-84190.html
15;214700;https://www.tutiempo.net/clima/04-2018/ws-82240.html
28;179706;https://www.tutiempo.net/clima/01-2017/ws-82860.html
07;214561;https://www.tutiempo.net/clima/01-2018/ws-82210.html
25;179740;https://www.tutiempo.net/clima/02-2017/ws-80800.html
28;179700;https://www.tutiempo.net/clima/01-2017/ws-80800.html
05;179619;https://www.tutiempo.net/clima/11-2016/ws-84190.html
09;214412;https://www.tutiempo.net/clima/09-2017/ws-82210.html
02;179752;https://www.tutiempo.net/clima/03-2017/ws-83910.html
14;214572;https://www.tutiempo.net/clima/01-2018/ws-80143.html
26;214515;https://www.tutiempo.net/clima/11-2017/ws-82860.html
19;179730;https://www.tutiempo.net/clima/02-2017/ws-80450.html
19;179783;https://www.tutiempo.net/clima/03-2017/ws-81810.html
06;179672;https://www.tutiempo.net/clima/01-2017/ws-81810.html
21;214428;https://www.tutiempo.net/clima/09-2017/ws-80450.html
12;214751;https://www.tutiempo.net/clima/05-2018/ws-81840.html
06;179610;https://www.tutiempo.net/clima/11-2016/ws-80450.html
21;214720;https://www.tutiempo.net/clima/04-2018/ws-80250.html
20;179627;https://www.tutiempo.net/clima/11-2016/ws-80140.html
12;214748;https://www.tutiempo.net/clima/05-2018/ws-80250.html
08;214692;https://www.tutiempo.net/clima/04-2018/ws-82210.html
04;179715;https://www.tutiempo.net/clima/02-2017/ws-84820.html
22;214722;https://www.tutiempo.net/clima/04-2018/ws-600300.html
28;179636;https://www.tutiempo.net/clima/11-2016/ws-600300.html
06;214743;https://www.tutiempo.net/clima/05-2018/ws-84820.html
11;179650;https://www.tutiempo.net/clima/12-2016/ws-80450.html
29;179856;https://www.tutiempo.net/clima/04-2017/ws-600300.html
28;214732;https://www.tutiempo.net/clima/04-2018/ws-82210.html
03;214522;https://www.tutiempo.net/clima/12-2017/ws-600300.html
19;214434;https://www.tutiempo.net/clima/09-2017/ws-80143.html
14;179680;https://www.tutiempo.net/clima/01-2017/ws-82210.html
31;214685;https://www.tutiempo.net/clima/03-2018/ws-83910.html
06;214564;https://www.tutiempo.net/clima/01-2018/ws-80143.html
23;179593;https://www.tutiempo.net/clima/10-2016/ws-84820.html
01;179798;https://www.tutiempo.net/clima/04-2017/ws-80850.html
18;179543;https://www.tutiempo.net/clima/09-2016/ws-81810.html
11;179774;https://www.tutiempo.net/clima/03-2017/ws-84820.html
15;179823;https://www.tutiempo.net/clima/04-2017/ws-81810.html
11;179724;https://www.tutiempo.net/clima/02-2017/ws-83910.html
19;179731;https://www.tutiempo.net/clima/02-2017/ws-81810.html
20;179696;https://www.tutiempo.net/clima/01-2017/ws-600300.html
10;214610;https://www.tutiempo.net/clima/02-2018/ws-82210.html
29;214734;https://www.tutiempo.net/clima/04-2018/ws-80143.html
21;179551;https://www.tutiempo.net/clima/09-2016/ws-81810.html
28;179756;https://www.tutiempo.net/clima/02-2017/ws-80290.html
12;214570;https://www.tutiempo.net/clima/01-2018/ws-82240.html
22;214549;https://www.tutiempo.net/clima/12-2017/ws-81810.html
28;179857;https://www.tutiempo.net/clima/04-2017/ws-82860.html
11;179659;https://www.tutiempo.net/clima/12-2016/ws-80250.html
12;214750;https://www.tutiempo.net/clima/05-2018/ws-82240.html
09;214413;https://www.tutiempo.net/clima/09-2017/ws-83910.html
24;214440;https://www.tutiempo.net/clima/09-2017/ws-82240.html
09;214662;https://www.tutiempo.net/clima/03-2018/ws-81840.html
07;179675;https://www.tutiempo.net/clima/01-2017/ws-80290.html
10;179654;https://www.tutiempo.net/clima/12-2016/ws-82210.html
01;214454;https://www.tutiempo.net/clima/10-2017/ws-80143.html
12;179726;https://www.tutiempo.net/clima/02-2017/ws-82860.html
26;179848;https://www.tutiempo.net/clima/04-2017/ws-82210.html
26;214400;https://www.tutiempo.net/clima/08-2017/ws-81840.html
05;179716;https://www.tutiempo.net/clima/02-2017/ws-80290.html
24;214438;https://www.tutiempo.net/clima/09-2017/ws-80250.html
23;179592;https://www.tutiempo.net/clima/10-2016/ws-83910.html
08;179814;https://www.tutiempo.net/clima/04-2017/ws-82210.html
19;214710;https://www.tutiempo.net/clima/04-2018/ws-80143.html
10;179656;https://www.tutiempo.net/clima/12-2016/ws-600300.html
